Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas;Classificação;Sigla_UF;Data
OCEANIA;7;Outros Países;92;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
ÁSIA;5;Índia;44;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
ÁSIA;5;Índia;44;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
ÁSIA;5;Índia;44;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1;Média;RS;2023-09-01
ÁSIA;5;Irã;46;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Irlanda;72;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
EUROPA;6;Irlanda;72;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1;Média;RS;2023-10-01
ÁSIA;5;Israel;47;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;2;Média;RS;2023-04-01
ÁSIA;5;Israel;47;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;12;Média;RS;2023-01-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;14;Média;RS;2023-02-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;9;Média;RS;2023-03-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;1;Média;RS;2023-05-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1;Média;RS;2023-06-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;1;Média;RS;2023-07-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;2;Média;RS;2023-08-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1;Média;RS;2023-09-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1;Média;RS;2023-10-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;2;Média;RS;2023-11-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;3;Média;RS;2023-12-01
EUROPA;6;Itália;73;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;1;Média;RS;2023-07-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;0;Baixa;RS;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
ÁSIA;5;Japão;48;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
ÁSIA;5;Japão;48;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
ÁSIA;5;Japão;48;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
ÁSIA;5;Japão;48;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;1;Média;RS;2023-07-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;2;Média;RS;2023-05-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
ÁSIA;5;Líbano;49;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
ÁSIA;5;Malásia;50;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;0;Baixa;RS;2023-01-01
ÁSIA;5;Malásia;50;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
ÁFRICA;1;Marrocos;6;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;2;Média;RS;2023-01-01
ÁFRICA;1;Marrocos;6;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
ÁFRICA;1;Marrocos;6;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;1;Média;RS;2023-05-01
ÁFRICA;1;Marrocos;6;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
ÁFRICA;1;Marrocos;6;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;3;Média;RS;2023-10-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;4;Média;RS;2023-01-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;2;Média;RS;2023-04-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;1;Média;RS;2023-05-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1;Média;RS;2023-06-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;0;Baixa;RS;2023-08-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;2;Média;RS;2023-11-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;3;Média;RS;2023-12-01
AMÉRICA DO NORTE;3;México;25;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
ÁFRICA;1;Moçambique;7;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
EUROPA;6;Outros Países;89;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;1;Média;RS;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Nicarágua;18;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Nicarágua;18;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
ÁFRICA;1;Nigéria;8;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;0;Baixa;RS;2023-08-01
EUROPA;6;Noruega;77;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
OCEANIA;7;Nova Zelândia;91;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
CONTINENTE NÃO ESPECIFICADO;8;Países Não Especificados;93;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;2;Média;RS;2023-01-01
CONTINENTE NÃO ESPECIFICADO;8;Países Não Especificados;93;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;3;Média;RS;2023-02-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
ÁSIA;5;Outros Países;56;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;3;Média;RS;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;2;Média;RS;2023-03-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1;Média;RS;2023-06-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;0;Baixa;RS;2023-08-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1;Média;RS;2023-09-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;1;Média;RS;2023-11-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
ÁSIA;5;Paquistão;51;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;101;Alta;RS;2023-01-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;174;Alta;RS;2023-02-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;32;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;43;Média;RS;2023-04-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;16;Média;RS;2023-05-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;23;Média;RS;2023-06-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;39;Média;RS;2023-07-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;20;Média;RS;2023-08-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;18;Média;RS;2023-09-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;62;Média;RS;2023-10-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;20;Média;RS;2023-11-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;36;Média;RS;2023-12-01
AMÉRICA DO SUL;4;Paraguai;33;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;29;Média;RS;2023-01-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;8;Média;RS;2023-02-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;4;Média;RS;2023-03-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;1;Média;RS;2023-05-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;4;Média;RS;2023-06-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;5;Média;RS;2023-07-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;5;Média;RS;2023-08-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1;Média;RS;2023-09-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;3;Média;RS;2023-10-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;3;Média;RS;2023-11-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Peru;34;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;3;Média;RS;2023-12-01
EUROPA;6;Polônia;78;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
EUROPA;6;Polônia;78;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
EUROPA;6;Polônia;78;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;1;Média;RS;2023-05-01
EUROPA;6;Polônia;78;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Polônia;78;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA CENTRAL E CARIBE;2;Outros Países;22;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;2;Média;RS;2023-06-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;1;Média;RS;2023-08-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1;Média;RS;2023-10-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;1;Média;RS;2023-11-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;1;Média;RS;2023-12-01
EUROPA;6;Portugal;79;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;0;Baixa;RS;2023-02-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;3;Média;RS;2023-05-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;0;Baixa;RS;2023-09-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Reino Unido;80;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;3;Média;RS;2023-12-01
ÁSIA;5;República Da Coreia;52;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;2;Média;RS;2023-03-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;4;Média;RS;2023-04-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;2;Média;RS;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;7;Média;RS;2023-06-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;8;Média;RS;2023-07-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;3;Média;RS;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1;Média;RS;2023-09-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;2;Média;RS;2023-10-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;3;Média;RS;2023-11-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA CENTRAL E CARIBE;2;República Dominicana;20;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;República Tcheca;81;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
EUROPA;6;República Tcheca;81;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1;Média;RS;2023-10-01
EUROPA;6;República Tcheca;81;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;11;Média;RS;2023-12-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;2;Média;RS;2023-04-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;1;Média;RS;2023-07-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;4;Média;RS;2023-08-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1;Média;RS;2023-09-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
EUROPA;6;Rússia;83;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
ÁFRICA;1;Outros Países;11;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;0;Baixa;RS;2023-07-01
ÁSIA;5;Síria;53;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
ÁSIA;5;Síria;53;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Suécia;85;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
EUROPA;6;Suécia;85;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
EUROPA;6;Suécia;85;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
EUROPA;6;Suécia;85;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Suécia;85;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Suécia;85;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Suíça;86;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;0;Baixa;RS;2023-01-01
EUROPA;6;Suíça;86;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;2;Média;RS;2023-03-01
EUROPA;6;Suíça;86;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;0;Baixa;RS;2023-05-01
EUROPA;6;Suíça;86;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;2;Média;RS;2023-06-01
EUROPA;6;Suíça;86;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;2;Média;RS;2023-08-01
EUROPA;6;Suíça;86;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;1;Média;RS;2023-09-01
EUROPA;6;Suíça;86;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
EUROPA;6;Suíça;86;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
ÁSIA;5;Taiwan;55;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
ÁSIA;5;Taiwan;55;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
EUROPA;6;Turquia;87;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
EUROPA;6;Turquia;87;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;1;Média;RS;2023-03-01
EUROPA;6;Turquia;87;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;1;Média;RS;2023-04-01
EUROPA;6;Ucrânia;88;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;1;Média;RS;2023-01-01
EUROPA;6;Ucrânia;88;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;1;Média;RS;2023-02-01
EUROPA;6;Ucrânia;88;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;0;Baixa;RS;2023-04-01
EUROPA;6;Ucrânia;88;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;0;Baixa;RS;2023-06-01
EUROPA;6;Ucrânia;88;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;2;Média;RS;2023-09-01
EUROPA;6;Ucrânia;88;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;1;Média;RS;2023-10-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;9482;Alta;RS;2023-01-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;6793;Alta;RS;2023-02-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Marco;3;2966;Alta;RS;2023-03-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Abril;4;3634;Alta;RS;2023-04-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Maio;5;1827;Alta;RS;2023-05-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Junho;6;1987;Alta;RS;2023-06-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Julho;7;3538;Alta;RS;2023-07-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Agosto;8;3282;Alta;RS;2023-08-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Setembro;9;2386;Alta;RS;2023-09-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;2530;Alta;RS;2023-10-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Outubro;10;0;Baixa;RS;2023-10-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;2580;Alta;RS;2023-11-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Novembro;11;0;Baixa;RS;2023-11-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;3059;Alta;RS;2023-12-01
AMÉRICA DO SUL;4;Uruguai;36;Rio Grande do Sul;21;Terrestre;2;2023;Dezembro;12;0;Baixa;RS;2023-12-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Janeiro;1;2;Média;RS;2023-01-01
AMÉRICA DO SUL;4;Venezuela;37;Rio Grande do Sul;21;Terrestre;2;2023;Fevereiro;2;4;Média;RS;2023-02-01
